pitcher_name_first,pitcher_name_last,pitcher_mlbid,game_date,pi_pitch_type,mph,rpm,pitch_result,pitch_outcome,rel_x,rel_y,rel_z,plate_x,plate_z,at_bat_index,pitch_of_ab,inning,half_inning,runs_home_before,runs_away_before,pitchid,year
Hyun Jin,Ryu,547943,2019-04-02,CS,65.29142,2119,B,B,2.424484,54.59,5.962082,-0.14477263,1.1593748,49,1,7,top,5,2,20758,2016
Zack,Greinke,425844,2019-04-09,CS,71.14349,2573,B,B,-0.78054297,55.38,6.404962,0.7342271,0.74629474,0,2,1,top,0,0,44514,2016
Zack,Greinke,425844,2019-04-09,CS,71.14349,2573,B,B,-0.78054297,55.38,6.404962,0.7342271,0.74629474,0,2,1,top,0,0,44517,2016
Zack,Greinke,425844,2019-04-09,CS,71.16857,2448,S,S,-0.842819,54.92,6.440393,0.28830272,2.4146194,3,1,1,top,0,1,44661,2016
Zack,Greinke,425844,2019-04-09,CS,69.860794,2352,S,S,-0.9484596,54.65,6.398975,-0.7124874,3.0368543,4,2,1,top,0,2,44722,2016
Zack,Greinke,425844,2019-04-09,CS,69.860794,2352,S,S,-0.9484596,54.65,6.398975,-0.7124874,3.0368543,4,2,1,top,0,2,44723,2016
Zack,Greinke,425844,2019-04-09,CS,65.101906,2456,S,S,-0.33923346,54.9,6.571611,-0.46917555,1.1119198,4,4,1,top,0,2,44745,2016
Zack,Greinke,425844,2019-04-09,CS,65.101906,2456,S,S,-0.33923346,54.9,6.571611,-0.46917555,1.1119198,4,4,1,top,0,2,44751,2016
Zack,Greinke,425844,2019-04-09,CS,71.180405,2491,F,F,-1.3645079,54.75,6.5657024,0.5161086,2.3263917,12,5,2,top,0,2,45244,2016
Zack,Greinke,425844,2019-04-09,CS,71.180405,2491,F,F,-1.3645079,54.75,6.5657024,0.5161086,2.3263917,12,5,2,top,0,2,45245,2016
Zack,Greinke,425844,2019-04-09,CS,64.21264,2301,B,B,-0.75409573,55.29,6.280801,-0.665295,2.9083424,13,5,2,top,0,2,45312,2016
Zack,Greinke,425844,2019-04-09,CS,64.21264,2301,B,B,-0.75409573,55.29,6.280801,-0.665295,2.9083424,13,5,2,top,0,2,45317,2016
Zack,Greinke,425844,2019-04-09,CS,69.92632,2433,F,F,-1.4032687,55.12,6.415096,1.4245887,2.1387212,21,4,3,top,0,4,45793,2016
Zack,Greinke,425844,2019-04-09,CS,70.43727,2501,S,S,-0.8495218,55.15,6.307996,0.2674011,1.7979643,28,1,4,top,1,4,46207,2016
Zack,Greinke,425844,2019-04-09,CS,66.27967,2241,S,S,-0.7022329,55.14,6.3688965,0.65981716,1.1685587,28,4,4,top,1,4,46240,2016
Zack,Greinke,425844,2019-04-09,CS,66.27967,2241,S,S,-0.7022329,55.14,6.3688965,0.65981716,1.1685587,28,4,4,top,1,4,46242,2016
Zack,Greinke,425844,2019-04-09,CS,67.98897,2500,B,B,-0.80246377,55.27,6.4072356,-0.070961714,0.4529019,36,2,5,top,1,4,46753,2016
Zack,Greinke,425844,2019-04-09,CS,67.98897,2500,B,B,-0.80246377,55.27,6.4072356,-0.070961714,0.4529019,36,2,5,top,1,4,46755,2016
Zack,Greinke,425844,2019-04-14,CS,65.657104,2285,FB,OUT,-1.3137714,54.92,6.1501875,0.70776993,1.5736877,33,4,5,top,2,2,65947,2016
Zack,Greinke,425844,2019-04-14,CS,65.657104,2285,FB,OUT,-1.3137714,54.92,6.1501875,0.70776993,1.5736877,33,4,5,top,2,2,65949,2016
Seth,Lugo,607625,2019-04-19,CS,68.81583,2788,B,B,-0.15165056,54.96,6.0438385,-2.3079813,2.8941479,48,2,5,bottom,1,4,84866,2016
Seth,Lugo,607625,2019-04-19,CS,68.81583,2788,B,B,-0.15165056,54.96,6.0438385,-2.3079813,2.8941479,48,2,5,bottom,1,4,84867,2016
Zack,Greinke,425844,2019-04-20,CS,67.60022,2332,GB,OUT,-1.5544429,55.74,6.530548,0.8095205,0.41676643,9,4,1,bottom,0,2,87378,2016
Zack,Greinke,425844,2019-04-20,CS,64.96898,2258,B,B,-0.88021743,54.98,6.292729,-1.8044128,3.5642846,24,2,3,bottom,0,3,88211,2016
Zack,Greinke,425844,2019-04-20,CS,64.96898,2258,B,B,-0.88021743,54.98,6.292729,-1.8044128,3.5642846,24,2,3,bottom,0,3,88215,2016
Sonny,Gray,543243,2019-04-23,CS,77.280136,2957,S,S,-0.7337231,54.52,5.6891055,-0.02944922,3.3739467,26,1,4,top,2,0,99842,2016
Sonny,Gray,543243,2019-04-23,CS,77.280136,2957,S,S,-0.7337231,54.52,5.6891055,-0.02944922,3.3739467,26,1,4,top,2,0,99847,2016
Zack,Greinke,425844,2019-04-25,CS,67.26946,2413,S,S,-0.5269236,55.1,6.358683,0.3941394,0.68369806,9,7,1,bottom,0,2,107558,2016
Zack,Greinke,425844,2019-04-25,CS,65.60603,2185,PU,OUT,-1.1534451,55.25,6.37977,1.1795721,1.1651663,39,5,5,bottom,0,5,108550,2016
Zack,Greinke,425844,2019-04-25,CS,62.906307,2228,B,B,-0.7007319,55.36,6.505532,0.15139152,1.002665,51,4,7,bottom,0,5,109027,2016
Zack,Greinke,425844,2019-04-25,CS,62.906307,2228,B,B,-0.7007319,55.36,6.505532,0.15139152,1.002665,51,4,7,bottom,0,5,109029,2016
Sonny,Gray,543243,2019-04-28,CS,77.145355,3005,S,S,-0.9086736,54.65,5.9286947,0.6964712,2.9307404,6,1,1,bottom,0,0,118544,2016
Sonny,Gray,543243,2019-04-28,CS,74.16093,2729,S,S,-0.9295039,54.48,5.7416697,0.62866056,2.7658138,37,1,5,bottom,2,0,120378,2016
Zack,Greinke,425844,2019-04-30,CS,65.94153,2337,S,S,-1.4636059,55.31,6.375234,0.8235785,1.4040148,9,4,2,top,0,0,126090,2016
Zack,Greinke,425844,2019-04-30,CS,66.95058,2456,F,F,-0.8127004,55.37,6.371628,-0.32428256,1.1463792,17,4,3,top,1,0,126582,2016
Zack,Greinke,425844,2019-04-30,CS,67.5935,2408,B,B,-1.5536599,54.92,6.3464303,2.1137075,1.9136403,26,2,4,top,1,1,127099,2016
Zack,Greinke,425844,2019-04-30,CS,65.65687,2290,B,B,-0.58195585,55.17,6.3120403,-1.0853289,1.7835295,33,4,5,top,2,1,127595,2016
Zack,Greinke,425844,2019-04-30,CS,65.65687,2290,B,B,-0.58195585,55.17,6.3120403,-1.0853289,1.7835295,33,4,5,top,2,1,127597,2016
Zack,Greinke,425844,2019-04-30,CS,67.835724,2316,LD,OUT,-0.6820132,55,6.268812,-0.20995304,2.5112224,34,5,5,top,2,1,127621,2016
Zack,Greinke,425844,2019-04-30,CS,67.835724,2316,LD,OUT,-0.6820132,55,6.268812,-0.20995304,2.5112224,34,5,5,top,2,1,127623,2016
Zack,Greinke,425844,2019-04-30,CS,67.36298,2332,B,B,-1.4393027,55.09,6.1257267,2.0968008,0.1498512,41,4,6,top,2,1,128007,2016
Zack,Greinke,425844,2019-04-30,CS,67.36298,2332,B,B,-1.4393027,55.09,6.1257267,2.0968008,0.1498512,41,4,6,top,2,1,128009,2016
Zack,Greinke,425844,2019-04-30,CS,68.02794,2317,B,B,-1.2994826,55.19,6.305399,1.3790739,0.5495668,53,7,8,top,2,1,128808,2016
Zack,Greinke,425844,2019-04-30,CS,68.02794,2317,B,B,-1.2994826,55.19,6.305399,1.3790739,0.5495668,53,7,8,top,2,1,128809,2016
Zack,Greinke,425844,2019-04-30,CS,68.02794,2317,B,B,-1.2994826,55.19,6.305399,1.3790739,0.5495668,53,7,8,top,2,1,128810,2016
Zack,Greinke,425844,2019-05-15,CS,61.238678,2204,F,F,-1.3637102,54.65,6.28695,1.0894421,2.7524908,26,4,4,top,3,0,184927,2016
Zack,Greinke,425844,2019-05-15,CS,61.238678,2204,F,F,-1.3637102,54.65,6.28695,1.0894421,2.7524908,26,4,4,top,3,0,184929,2016
Zack,Greinke,425844,2019-05-15,CS,65.32505,2148,FB,OUT,-1.4812826,55.23,6.463315,-0.08665927,2.6860538,38,3,5,top,7,0,185487,2016
Zack,Greinke,425844,2019-05-15,CS,65.32505,2148,FB,OUT,-1.4812826,55.23,6.463315,-0.08665927,2.6860538,38,3,5,top,7,0,185491,2016
Zack,Greinke,425844,2019-05-15,CS,64.22725,2117,B,B,-0.5280562,54.48,6.3508263,-1.315708,2.8308046,59,5,8,top,8,0,186591,2016
Zack,Greinke,425844,2019-05-15,CS,64.22725,2117,B,B,-0.5280562,54.48,6.3508263,-1.315708,2.8308046,59,5,8,top,8,0,186592,2016
Jonathan,Holder,656547,2019-05-17,CS,92.92382,2295,F,F,-1.2655069,54.4,5.9589176,-0.018045615,3.4455411,67,5,9,top,1,3,194284,2016
Zack,Greinke,425844,2019-05-21,CS,72.156136,2420,S,S,-1.1410737,55.73,6.2109857,0.84406275,1.2914988,10,1,2,bottom,0,0,207077,2016
Zack,Greinke,425844,2019-05-21,CS,69.70789,2271,S,S,-0.8170864,55.16,6.1722484,0.44282058,1.6419375,10,6,2,bottom,0,0,207131,2016
Zack,Greinke,425844,2019-05-21,CS,69.70789,2271,S,S,-0.8170864,55.16,6.1722484,0.44282058,1.6419375,10,6,2,bottom,0,0,207132,2016
Zack,Greinke,425844,2019-05-21,CS,68.912766,2386,F,F,-0.757889,55.48,6.1867905,-0.12095641,2.4354746,17,6,3,bottom,0,0,207580,2016
Zack,Greinke,425844,2019-05-21,CS,68.912766,2386,F,F,-0.757889,55.48,6.1867905,-0.12095641,2.4354746,17,6,3,bottom,0,0,207582,2016
Zack,Greinke,425844,2019-05-21,CS,61.540543,1980,BUIP,OUT,-0.7333071,55.39,6.3410854,0.38089922,2.123505,18,3,3,bottom,0,0,207614,2016
Zack,Greinke,425844,2019-05-21,CS,61.540543,1980,BUIP,OUT,-0.7333071,55.39,6.3410854,0.38089922,2.123505,18,3,3,bottom,0,0,207619,2016
Zack,Greinke,425844,2019-05-21,CS,72.34668,2424,S,S,-1.0170952,55,6.2477818,0.56682307,1.5950832,35,3,5,bottom,0,2,208660,2016
Zack,Greinke,425844,2019-05-21,CS,72.34668,2424,S,S,-1.0170952,55,6.2477818,0.56682307,1.5950832,35,3,5,bottom,0,2,208663,2016
Zack,Greinke,425844,2019-05-21,CS,68.20527,2288,F,F,-0.78228855,55.53,6.229905,-0.5560327,2.2116709,39,5,6,bottom,0,2,209061,2016
Zack,Greinke,425844,2019-05-21,CS,68.20527,2288,F,F,-0.78228855,55.53,6.229905,-0.5560327,2.2116709,39,5,6,bottom,0,2,209062,2016
Zack,Greinke,425844,2019-05-21,CS,67.84304,2324,B,B,-0.52633685,54.44,6.3447847,0.92863846,0.13232164,49,5,7,bottom,3,2,209579,2016
Zack,Greinke,425844,2019-05-21,CS,67.84304,2324,B,B,-0.52633685,54.44,6.3447847,0.92863846,0.13232164,49,5,7,bottom,3,2,209582,2016
Zack,Greinke,425844,2019-05-21,CS,70.232956,2505,FB,OUT,-0.66794825,55.13,6.2490263,0.57926106,1.3677703,50,2,7,bottom,3,2,209606,2016
Zack,Greinke,425844,2019-05-21,CS,70.232956,2505,FB,OUT,-0.66794825,55.13,6.2490263,0.57926106,1.3677703,50,2,7,bottom,3,2,209610,2016
Zack,Greinke,425844,2019-05-21,CS,68.69269,2509,PU,OUT,-0.6097514,55.15,6.3116093,-0.03594411,2.4227054,51,3,7,bottom,3,2,209654,2016
Zack,Greinke,425844,2019-05-21,CS,68.69269,2509,PU,OUT,-0.6097514,55.15,6.3116093,-0.03594411,2.4227054,51,3,7,bottom,3,2,209658,2016
Rich,Hill,448179,2019-05-28,CS,66.81641,2630,B,B,1.4669443,54.92,6.137129,-1.2671657,2.5110135,21,4,3,top,0,1,236874,2016
Rich,Hill,448179,2019-06-02,CS,65.000656,2506,GB,OUT,1.5314589,55.15,6.249679,0.49619743,1.4413216,15,4,3,top,0,0,257239,2016
Zack,Greinke,425844,2019-06-13,CS,67.135216,2473,F,F,-0.8140743,55.06,6.2190366,0.42604175,3.0261023,23,4,3,bottom,0,3,300642,2016
Zack,Greinke,425844,2019-06-13,CS,68.47306,2297,F,F,-0.83336824,55.04,6.2947307,-0.6837541,2.4609988,48,3,7,bottom,0,5,301869,2016
Zack,Greinke,425844,2019-06-13,CS,68.47306,2297,F,F,-0.83336824,55.04,6.2947307,-0.6837541,2.4609988,48,3,7,bottom,0,5,301870,2016
Zack,Greinke,425844,2019-06-13,CS,71.11776,2546,B,B,-0.9102282,55.41,6.2907205,0.29359433,0.92899257,50,1,7,bottom,0,5,301877,2016
Zack,Greinke,425844,2019-06-13,CS,71.11776,2546,B,B,-0.9102282,55.41,6.2907205,0.29359433,0.92899257,50,1,7,bottom,0,5,301878,2016
Odrisamer,Despaigne,628333,2019-06-16,CS,66.04056,2574,F,F,-0.9234231,54.91,6.0752068,-0.0950926,1.7848859,11,7,2,top,1,0,312731,2016
Adam,Wainwright,425794,2019-06-26,CS,62.92186,2285,B,B,-1.7108183,54.74,6.114726,-2.4970272,4.64498,33,1,5,top,0,1,354882,2016
Zack,Greinke,425844,2019-07-05,CS,59.277245,1989,S,S,-0.7221821,55.09,6.5674953,2.1559427,0.9568823,14,3,3,top,0,0,388112,2016
Yu,Darvish,506433,2019-07-23,CS,63.706116,2225,B,B,-1.3649554,55.15,5.3860955,1.6861402,2.1385975,40,3,5,bottom,4,2,449125,2016
Sonny,Gray,543243,2019-08-10,CS,75.3764,2793,HBP,HBP,-0.87245005,55.05,5.8058968,1.4168377,0.919825,8,1,2,top,1,0,519054,2016
Ronald,Bolanos,671790,2019-09-03,CS,72.123856,2588,B,B,-2.0542984,54.98,6.0634637,1.0535226,0.6530499,8,2,1,bottom,2,0,616992,2016
Ronald,Bolanos,671790,2019-09-03,CS,73.04138,2747,S,S,-1.9806854,54.93,6.040189,0.9450356,2.360829,24,1,3,bottom,2,0,617852,2016
Ronald,Bolanos,671790,2019-09-03,CS,73.23694,2561,S,S,-1.9301358,54.46,6.109645,-0.43273333,2.393494,31,5,4,bottom,2,0,618257,2016
Ronald,Bolanos,671790,2019-09-03,CS,74.15164,2791,S,S,-2.2201889,54.93,5.9906745,0.08416655,2.4736598,46,2,6,bottom,2,0,619093,2016
Ronald,Bolanos,671790,2019-09-03,CS,72.308,2740,B,B,-2.101477,54.47,5.9973383,-0.18235432,0.08926328,46,4,6,bottom,2,0,619100,2016
Sonny,Gray,543243,2019-09-05,CS,74.1258,2827,F,F,-0.9342116,54.47,5.640809,0.43896925,3.3756092,37,1,6,top,0,1,625987,2016
Ronald,Bolanos,671790,2019-09-10,CS,67.92474,2518,LD,OUT,-2.0641477,53.88,5.723061,-0.87584275,1.9894569,3,3,1,top,0,0,644341,2016
Ronald,Bolanos,671790,2019-09-10,CS,71.78278,2472,S,S,-1.910426,54.48,5.8004756,0.6427215,1.9042625,25,4,3,top,5,2,645558,2016
Ronald,Bolanos,671790,2019-09-10,CS,70.40948,2573,S,S,-1.9409636,54.43,5.945545,0.4560393,2.2093148,39,1,5,top,6,3,646441,2016
Ronald,Bolanos,671790,2019-09-10,CS,70.40948,2573,S,S,-1.9409636,54.43,5.945545,0.4560393,2.2093148,39,1,5,top,6,3,646443,2016
Ronald,Bolanos,671790,2019-09-10,CS,72.04688,2585,B,B,-2.0994294,54.66,6.0264874,-3.8131704,4.584592,39,2,5,top,6,3,646449,2016
Ronald,Bolanos,671790,2019-09-10,CS,72.04688,2585,B,B,-2.0994294,54.66,6.0264874,-3.8131704,4.584592,39,2,5,top,6,3,646451,2016
Ronald,Bolanos,671790,2019-09-10,CS,72.74105,2620,S,S,-2.074715,54.15,5.9522862,0.3534758,0.03681267,43,7,5,top,6,5,646566,2016
Ronald,Bolanos,671790,2019-09-10,CS,72.74105,2620,S,S,-2.074715,54.15,5.9522862,0.3534758,0.03681267,43,7,5,top,6,5,646567,2016
Yu,Darvish,506433,2019-09-12,CS,73.52226,2572,B,B,-1.5184491,54.51,5.726627,1.003244,-0.07770673,7,2,1,bottom,0,1,653467,2016
Yu,Darvish,506433,2019-09-12,CS,73.52226,2572,B,B,-1.5184491,54.51,5.726627,1.003244,-0.07770673,7,2,1,bottom,0,1,653470,2016
Yu,Darvish,506433,2019-09-12,CS,67.51917,2467,S,S,-1.4647014,54.64,5.5463095,0.59080565,0.5936762,29,2,4,bottom,0,3,654735,2016
Yu,Darvish,506433,2019-09-12,CS,70.02495,2466,B,B,-1.6507572,54.75,5.635341,1.896292,1.7358602,33,2,5,bottom,0,3,655117,2016
Yu,Darvish,506433,2019-09-12,CS,70.02495,2466,B,B,-1.6507572,54.75,5.635341,1.896292,1.7358602,33,2,5,bottom,0,3,655118,2016
Yu,Darvish,506433,2019-09-12,CS,73.41074,2625,F,F,-1.8073981,54.73,5.5516987,0.8089714,1.8922167,35,2,5,bottom,0,3,655154,2016
Zack,Greinke,425844,2019-09-14,CS,57.836506,2134,B,B,-0.92410547,55.64,6.312825,-0.68789446,-1.2173451,40,4,5,bottom,1,1,664131,2016
Zack,Greinke,425844,2019-09-14,CS,57.836506,2134,B,B,-0.92410547,55.64,6.312825,-0.68789446,-1.2173451,40,4,5,bottom,1,1,664134,2016
Ronald,Bolanos,671790,2019-09-16,CS,70.89711,2593,S,S,-1.8153732,54.94,5.9620824,-0.6659214,1.895291,39,2,5,bottom,4,1,671977,2016
Ronald,Bolanos,671790,2019-09-16,CS,70.89711,2593,S,S,-1.8153732,54.94,5.9620824,-0.6659214,1.895291,39,2,5,bottom,4,1,671981,2016
Ronald,Bolanos,671790,2019-09-24,CS,74.18815,2620,B,B,-1.8371366,53.91,6.021163,-2.3239782,3.1294403,26,5,4,top,0,1,701741,2016
Ronald,Bolanos,671790,2019-09-24,CS,72.30789,2475,B,B,-2.0857866,55.26,5.9331656,0.6901792,0.63509864,27,1,4,top,0,1,701747,2016
Ronald,Bolanos,671790,2019-09-29,CS,75.34133,2678,S,S,-1.9942611,54.24,6.05049,0.8473739,1.3362887,18,4,3,bottom,0,0,723298,2016
Ronald,Bolanos,671790,2019-09-29,CS,75.34133,2678,S,S,-1.9942611,54.24,6.05049,0.8473739,1.3362887,18,4,3,bottom,0,0,723301,2016
Ronald,Bolanos,671790,2019-09-29,CS,75.15444,2676,B,B,-2.0308604,54.95,6.014794,-1.1917866,2.6629746,20,2,3,bottom,0,0,723392,2016
Ronald,Bolanos,671790,2019-09-29,CS,75.15444,2676,B,B,-2.0308604,54.95,6.014794,-1.1917866,2.6629746,20,2,3,bottom,0,0,723397,2016
Ronald,Bolanos,671790,2019-09-29,CS,74.21212,2472,B,B,-2.23836,54.99,6.040749,-0.8688955,3.4556875,25,1,4,bottom,0,0,723712,2016
Ronald,Bolanos,671790,2019-09-29,CS,71.88955,2527,S,S,-1.9264879,54.78,5.9970536,-0.055546697,2.4342525,25,2,4,bottom,0,0,723716,2016
Ronald,Bolanos,671790,2020-07-26,CS,73.33157,2585,B,B,-1.2439077,54.28,6.1206894,-1.0918951,0.6424541,6,1,1,bottom,0,0,9365,2016
Ronald,Bolanos,671790,2020-07-26,CS,73.391785,2461,F,F,-1.1219656,54.05,6.080907,0.18236978,2.7637749,13,5,2,bottom,2,0,9847,2016
Ronald,Bolanos,671790,2020-08-01,CS,74.8901,2603,GB,1B,-2.2141604,54.35,5.993111,-0.6411102,1.8369727,6,3,1,top,0,4,31689,2016
Ronald,Bolanos,671790,2020-08-01,CS,68.65094,2398,B,B,-2.22588,54.36,6.044539,-1.2586031,2.9155593,14,2,2,top,0,5,32059,2016
Zack,Greinke,425844,2020-08-12,CS,63.36291,2247,B,B,-0.8720325,54.59,6.315058,-0.93396705,0.56365144,55,4,7,top,5,1,74518,2016
Yu,Darvish,506433,2020-08-18,CS,71.76974,2409,B,B,-1.5790801,53.81,5.74555,-0.3705837,0.71985006,1,2,1,top,0,0,94107,2016
Yu,Darvish,506433,2020-08-18,CS,70.27477,2430,B,B,-1.8717208,53.72,5.6119547,-1.1598666,3.4781115,40,1,5,top,2,0,96351,2016
Zack,Greinke,425844,2020-08-18,CS,65.07656,2195,S,S,-0.77251655,54.63,6.3002644,-0.6603158,1.4808475,49,3,8,top,0,0,97640,2016
Rich,Hill,448179,2020-08-19,CS,66.57917,2548,B,B,1.4997559,54.31,6.055988,1.0432256,3.4077435,15,2,3,top,1,0,99967,2016
Yu,Darvish,506433,2020-08-23,CS,62.677963,2430,B,B,-1.4419878,53.87,5.732046,-1.2095503,5.167181,17,2,3,top,0,1,116697,2016
Zack,Greinke,425844,2020-08-23,CS,53.526375,1359,S,S,-1.2392708,55.09,6.7486506,0.42531085,2.850705,22,3,3,bottom,0,3,116915,2016
Yu,Darvish,506433,2020-08-29,CS,69.36298,2453,S,S,-1.3818275,54.05,5.8592052,0.57933426,1.9974633,21,2,3,bottom,0,2,138943,2016
Yu,Darvish,506433,2020-08-29,CS,72.18261,2547,S,S,-1.2935119,53.8,5.7947497,0.4840711,2.2608051,21,3,3,bottom,0,2,138954,2016
Yu,Darvish,506433,2020-08-29,CS,71.5304,2623,S,S,-1.413084,53.91,5.8485637,0.5748394,3.0972881,29,2,4,bottom,0,2,139473,2016
Zack,Greinke,425844,2020-08-29,CS,65.07075,2223,PU,OUT,-1.1929022,54.61,6.414927,1.1416099,0.8112436,31,4,4,top,5,2,139589,2016
Zack,Greinke,425844,2020-08-29,CS,65.07075,2223,PU,OUT,-1.1929022,54.61,6.414927,1.1416099,0.8112436,31,4,4,top,5,2,139591,2016
Yu,Darvish,506433,2020-08-29,CS,67.703445,2613,B,B,-1.3126577,53.72,5.6419063,-2.0714366,3.682946,41,7,5,bottom,0,2,140150,2016
Zack,Greinke,425844,2020-09-13,CS,52.678886,1346,B,B,-1.0391237,55.03,6.4253907,-2.8987503,3.1879468,34,4,5,bottom,1,0,202532,2016
Griffin,Canning,656288,2020-09-17,CS,82.03769,2324,F,F,-1.8183105,55.3,6.1259184,0.8086752,2.2192914,1,4,1,top,0,0,215689,2016
Griffin,Canning,656288,2020-09-17,CS,81.462456,3032,B,B,-1.8371501,55.28,6.092382,1.3619698,0.5026375,2,5,1,top,0,0,215761,2016
Griffin,Canning,656288,2020-09-17,CS,81.37416,2307,B,B,-1.8471773,54.98,5.9909554,1.4706966,1.0957654,22,5,3,top,5,0,216837,2016
Griffin,Canning,656288,2020-09-17,CS,78.51892,2310,LD,1B,-1.8954548,55.29,6.185272,1.1164843,2.725092,29,4,4,top,6,0,217207,2016
Zack,Greinke,425844,2020-09-18,CS,61.94901,2159,S,S,-0.51397526,54.5,6.4719067,-0.28534645,2.9504502,34,4,5,top,2,3,221874,2016
Yu,Darvish,506433,2020-09-20,CS,71.38081,2511,F,F,-1.4015868,53.7,5.756694,1.0471182,2.095453,22,2,3,top,0,2,230214,2016
Yu,Darvish,506433,2020-09-20,CS,72.63392,2506,S,S,-1.2481132,53.78,5.7389755,0.8675837,1.8789897,29,2,4,top,0,2,230673,2016
Griffin,Canning,656288,2020-09-22,CS,81.7709,2406,LD,1B,-1.8626342,55.15,6.042235,-0.28539371,1.8545649,22,3,3,bottom,1,1,238466,2016
Griffin,Canning,656288,2020-09-22,CS,80.75246,2396,B,B,-1.7503046,54.96,6.0740666,2.0256112,1.9488733,32,1,4,bottom,1,1,238949,2016
Griffin,Canning,656288,2020-09-22,CS,82.56464,2276,S,S,-1.4995747,54.94,6.060512,-0.0893259,3.572367,41,5,5,bottom,1,1,239484,2016
Griffin,Canning,656288,2020-09-22,CS,80.42645,2483,S,S,-1.7750025,54.94,6.086,-0.12590623,3.198007,48,1,6,bottom,1,3,239843,2016
Griffin,Canning,656288,2020-09-22,CS,81.51674,2523,F,F,-1.6744202,54.93,6.1475945,0.62295824,2.3551478,48,2,6,bottom,1,3,239856,2016
Griffin,Canning,656288,2020-09-22,CS,82.20441,2305,F,F,-1.7846838,54.94,6.0847645,0.95696414,1.8056659,49,1,6,bottom,1,3,239871,2016
Griffin,Canning,656288,2020-09-22,CS,82.78027,2558,B,B,-1.7280647,54.75,5.986442,1.8142039,-1.3427745,50,1,6,bottom,1,3,239898,2016
Zack,Greinke,425844,2020-09-23,CS,63.791218,3182,FB,OUT,-1.0078523,54.45,6.2735853,-0.5997219,1.7996203,7,5,1,bottom,1,0,241637,2016
Zack,Greinke,425844,2020-09-23,CS,64.647446,2243,B,B,-1.0197394,54.53,6.2033973,0.0028726533,1.41572,38,1,5,bottom,1,0,243469,2016
Zack,Greinke,425844,2020-09-23,CS,65.89724,2254,S,S,-0.9239043,54.59,6.2324276,0.26862064,3.0124617,42,4,5,bottom,3,0,243598,2016
Zack,Greinke,425844,2021-04-06,CS,60.90258,2110,B,B,-1.2966152,54.67,6.4219713,-1.2990816,1.7449462,51,2,7,bottom,2,2,26474,2021
Tyler,Duffey,608648,2021-04-10,CS,76.39069,2329,B,B,-2.7090242,54.34,5.972684,-0.8987876,1.1348999,46,1,7,top,2,2,42361,2021
Tyler,Duffey,608648,2021-04-10,CS,72.78096,2212,B,B,-1.8448471,54.08,5.8302503,0.14738877,1.258999,48,1,7,top,2,2,42381,2021
Zack,Greinke,425844,2021-04-12,CS,51.506725,1262,S,S,-0.75060654,55.01,6.930538,-0.30435434,2.748212,41,2,5,top,0,4,48600,2021
Sonny,Gray,543243,2021-04-23,CS,77.79519,2822,S,S,-0.61083597,53.92,5.655427,0.9661763,1.7466354,13,6,2,bottom,1,0,91857,2021
Sonny,Gray,543243,2021-04-23,CS,75.838844,2813,S,S,-0.81876266,54.18,5.6627383,0.3006999,2.5050282,22,1,3,bottom,1,0,92294,2021
Sonny,Gray,543243,2021-04-23,CS,75.39879,2765,LD,2B,-0.86066884,53.99,5.599597,-0.5945923,1.966681,22,3,3,bottom,1,0,92313,2021
Sonny,Gray,543243,2021-04-23,CS,76.579445,2751,FB,2B,-0.8946882,54.02,5.6420507,-0.040923778,2.728385,24,1,3,bottom,4,0,92362,2021
Zack,Greinke,425844,2021-04-23,CS,60.956158,2096,F,F,-0.68776536,55.16,6.4961996,1.170245,1.2999928,47,3,7,top,0,2,93904,2021
Tyler,Duffey,608648,2021-04-26,CS,77.225464,2344,S,S,-1.8796499,54.1,5.8209686,-0.17269054,1.2189466,60,3,8,bottom,3,3,105953,2021
Sonny,Gray,543243,2021-04-28,CS,74.11303,2653,S,S,-0.6373307,53.89,5.5023565,-0.006443422,1.0246917,29,2,4,bottom,2,0,111854,2021
Tyler,Duffey,608648,2021-04-30,CS,72.11957,2202,B,B,-2.0349538,54.26,5.6172876,1.2335203,1.2664635,45,5,6,top,5,1,118862,2021
Tyler,Duffey,608648,2021-04-30,CS,74.825874,2368,F,F,-2.7158704,54.19,5.781238,-0.795986,1.8260858,46,2,6,top,5,1,118884,2021
Zack,Greinke,425844,2021-05-04,CS,53.19054,1341,S,S,-0.7869256,54.99,6.782278,1.1647931,2.772295,30,1,4,bottom,3,3,132695,2021
Zack,Greinke,425844,2021-05-04,CS,65.869064,2251,B,B,-0.647878,54.3,6.326237,0.8091489,3.5331311,32,4,4,bottom,3,3,132790,2021
Tyler,Duffey,608648,2021-05-04,CS,71.26469,2275,B,B,-1.7947029,54.27,5.99055,-1.2816453,2.7758818,55,1,8,top,3,1,134455,2021
Sonny,Gray,543243,2021-05-05,CS,77.17731,2818,S,S,-0.7792813,54.01,5.4840727,-0.84906846,1.9845604,24,2,4,top,0,0,136587,2021
Sonny,Gray,543243,2021-05-05,CS,74.96521,2686,B,B,-0.81604445,54.03,5.418518,-1.2399869,1.7799393,45,3,7,top,0,0,137979,2021
Tyler,Duffey,608648,2021-05-12,CS,76.49032,2492,S,S,-1.920197,54.18,5.8766665,0.51856065,1.4894222,62,1,6,bottom,12,7,162597,2021
Tyler,Duffey,608648,2021-05-12,CS,77.763405,2350,GB,1B,-2.1153755,54.07,5.8067565,0.2766777,1.7641871,62,5,6,bottom,12,7,162601,2021
