pitcher_name_first,pitcher_name_last,pitcher_mlbid,game_date,pi_pitch_type,mph,rpm,pitch_result,pitch_outcome,rel_x,rel_y,rel_z,plate_x,plate_z,at_bat_index,pitch_of_ab,inning,half_inning,runs_home_before,runs_away_before,pitchid,year
Zack,Greinke,425844,2018-06-02,CS,67.46194,2305,S,S,-0.8640657,55.29,6.0590196,0.1792337,3.0428827,47,1,6,top,6,0,254088,2018
Zack,Greinke,425844,2018-06-02,CS,67.70459,2285,S,S,-0.7536006,54.67,6.100286,0.6262483,2.623291,48,4,6,top,6,1,254151,2018
James,Shields,448306,2018-06-02,CS,67.95091,2476,FB,OUT,-2.719062,54.37,5.908619,0.5548744,1.6909928,47,2,7,top,0,2,254348,2018
James,Shields,448306,2018-06-02,CS,67.95091,2476,FB,OUT,-2.719062,54.37,5.908619,0.5548744,1.6909928,47,2,7,top,0,2,254350,2018
Zack,Greinke,425844,2018-06-02,CS,70.21639,2436,F,F,-0.9053239,55.4,5.980495,0.48776627,2.51429,55,4,7,top,6,1,254585,2018
James,Shields,448306,2018-06-07,CS,68.31532,2495,B,B,-2.8753505,53.85,5.958892,1.980863,-0.66192824,15,3,2,bottom,3,0,271048,2018
James,Shields,448306,2018-06-07,CS,68.31532,2495,B,B,-2.8753505,53.85,5.958892,1.980863,-0.66192824,15,3,2,bottom,3,0,271050,2018
James,Shields,448306,2018-06-07,CS,68.22831,2417,S,S,-2.8210285,54.27,5.9750853,0.01168517,2.1068068,26,3,4,bottom,3,0,271515,2018
James,Shields,448306,2018-06-07,CS,69.327545,2406,F,F,-2.7194545,54.24,5.8917255,-0.12892632,1.6776993,27,3,4,bottom,3,0,271550,2018
James,Shields,448306,2018-06-07,CS,69.327545,2406,F,F,-2.7194545,54.24,5.8917255,-0.12892632,1.6776993,27,3,4,bottom,3,0,271554,2018
James,Shields,448306,2018-06-07,CS,69.327545,2406,F,F,-2.7194545,54.24,5.8917255,-0.12892632,1.6776993,27,3,4,bottom,3,0,271557,2018
James,Shields,448306,2018-06-07,CS,69.96423,2641,LD,OUT,-2.4907937000000002,53.89,5.943682,-1.0085092,1.8064663,33,3,4,bottom,7,0,271732,2018
James,Shields,448306,2018-06-07,CS,69.96423,2641,LD,OUT,-2.4907937000000002,53.89,5.943682,-1.0085092,1.8064663,33,3,4,bottom,7,0,271733,2018
James,Shields,448306,2018-06-07,CS,69.67074,2484,S,S,-1.9646704,54.56,5.983111,0.98745704,2.5834277,48,6,6,bottom,7,2,272309,2018
James,Shields,448306,2018-06-07,CS,69.67074,2484,S,S,-1.9646704,54.56,5.983111,0.98745704,2.5834277,48,6,6,bottom,7,2,272310,2018
Zack,Greinke,425844,2018-06-08,CS,67.72597,2316,B,B,-1.1175412,55.3,5.958287,-1.7921119,1.0323981,33,2,4,bottom,1,5,275284,2018
Zack,Greinke,425844,2018-06-08,CS,65.72721,2300,F,F,-0.8005025,55.15,6.0218086,1.5370117,1.3293945,54,5,6,bottom,4,6,276319,2018
Zack,Greinke,425844,2018-06-08,CS,65.72721,2300,F,F,-0.8005025,55.15,6.0218086,1.5370117,1.3293945,54,5,6,bottom,4,6,276320,2018
James,Shields,448306,2018-06-12,CS,69.07975,2461,F,F,-2.5172863,53.94,5.8765855,0.59689593,1.6188076,46,3,6,top,5,1,291632,2018
James,Shields,448306,2018-06-12,CS,69.07975,2461,F,F,-2.5172863,53.94,5.8765855,0.59689593,1.6188076,46,3,6,top,5,1,291635,2018
James,Shields,448306,2018-06-12,CS,68.939285,2553,FB,OUT,-2.6211839,53.89,5.858119,0.95373994,1.8974558,46,4,6,top,5,1,291640,2018
James,Shields,448306,2018-06-12,CS,68.939285,2553,FB,OUT,-2.6211839,53.89,5.858119,0.95373994,1.8974558,46,4,6,top,5,1,291641,2018
Zack,Greinke,425844,2018-06-13,CS,69.23592,2533,B,B,-1.0387243,54.71,5.944469,1.8641168,1.5438181,12,3,2,top,2,1,293967,2018
Zack,Greinke,425844,2018-06-13,CS,68.95955,2492,S,S,-1.024126,54.95,6.069567,-0.68781704,1.5611739,15,4,2,top,2,4,294126,2018
Sonny,Gray,543243,2018-06-13,CS,75.56636,2859,B,B,-1.3303596,55.09,5.6079617,-1.1759053,3.806864,20,1,3,top,2,1,294483,2018
Sonny,Gray,543243,2018-06-13,CS,75.56636,2859,B,B,-1.3303596,55.09,5.6079617,-1.1759053,3.806864,20,1,3,top,2,1,294486,2018
Zack,Greinke,425844,2018-06-13,CS,70.08197,2330,B,B,-0.8881926,55.27,6.138373,1.430155,0.8006474,22,3,3,top,2,4,294599,2018
Zack,Greinke,425844,2018-06-13,CS,70.16028,2491,F,F,-1.1332061,55,6.1381545,-0.6418411,1.7250935,23,3,3,top,2,4,294650,2018
Zack,Greinke,425844,2018-06-13,CS,70.16028,2491,F,F,-1.1332061,55,6.1381545,-0.6418411,1.7250935,23,3,3,top,2,4,294654,2018
Zack,Greinke,425844,2018-06-13,CS,67.665634,2176,S,S,-0.67523944,55.05,6.01329,0.5514385,2.401565,24,4,3,top,2,4,294690,2018
Zack,Greinke,425844,2018-06-13,CS,67.665634,2176,S,S,-0.67523944,55.05,6.01329,0.5514385,2.401565,24,4,3,top,2,4,294693,2018
Zack,Greinke,425844,2018-06-13,CS,67.15332,2274,S,S,-0.6172373,54.82,6.141374,-0.48718235,2.0048578,30,5,4,top,2,4,295072,2018
Zack,Greinke,425844,2018-06-13,CS,67.15332,2274,S,S,-0.6172373,54.82,6.141374,-0.48718235,2.0048578,30,5,4,top,2,4,295074,2018
Zack,Greinke,425844,2018-06-13,CS,70.00643,2456,S,S,-0.7896361,55.2,6.182823,-0.35115024,2.5597339,32,3,4,top,2,5,295161,2018
Zack,Greinke,425844,2018-06-13,CS,70.00643,2456,S,S,-0.7896361,55.2,6.182823,-0.35115024,2.5597339,32,3,4,top,2,5,295165,2018
Zack,Greinke,425844,2018-06-13,CS,68.39998,2272,S,S,-0.8654047,54.75,6.0198197,-0.5465725,1.3512009,37,7,5,top,2,5,295526,2018
Zack,Greinke,425844,2018-06-13,CS,68.349915,2313,B,B,-0.9805795,54.8,6.012825,-1.1992638,1.6257683,39,2,5,top,2,5,295577,2018
James,Shields,448306,2018-06-17,CS,67.81945,2402,S,S,-2.2533772,53.66,5.9876986,0.6089274,3.102526,26,4,4,top,1,2,310268,2018
James,Shields,448306,2018-06-17,CS,67.81945,2402,S,S,-2.2533772,53.66,5.9876986,0.6089274,3.102526,26,4,4,top,1,2,310271,2018
James,Shields,448306,2018-06-17,CS,68.11617,2350,B,B,-2.2410052,53.57,5.967822,-1.2453481,2.7801218,36,2,5,top,1,3,310774,2018
James,Shields,448306,2018-06-17,CS,69.46586,2463,B,B,-2.2125854,53.96,5.8461537,1.4718589,0.42188773,43,3,6,top,1,3,311280,2018
James,Shields,448306,2018-06-17,CS,69.46586,2463,B,B,-2.2125854,53.96,5.8461537,1.4718589,0.42188773,43,3,6,top,1,3,311284,2018
James,Shields,448306,2018-06-27,CS,69.18728,2426,F,F,-3.3225865,53.84,5.622204,1.384433,1.7932653,44,4,6,top,4,0,351332,2018
James,Shields,448306,2018-06-27,CS,68.554985,2377,F,F,-2.8049223,54.3,5.8401275,0.41095546,1.8078933,53,4,7,top,5,0,351789,2018
Collin,McHugh,543521,2018-06-29,CS,68.71599,2434,B,B,-1.1469326,54.67,6.110948,1.0357378,1.3088309,62,5,8,bottom,3,2,359500,2018
James,Shields,448306,2018-07-02,CS,69.864525,2505,GB,OUT,-2.5472052,53.93,5.889033,-0.25656545,1.9060067,45,4,6,bottom,1,0,370358,2018
James,Shields,448306,2018-07-07,CS,68.2158,2452,FB,HR,-2.741237,54.31,5.9004855,0.14845432,1.8661587,21,2,3,bottom,1,0,388493,2018
James,Shields,448306,2018-07-07,CS,67.703766,2380,S,S,-2.7624257,54.44,6.0543284,-0.24745083,1.4408563,23,3,3,bottom,4,0,388565,2018
James,Shields,448306,2018-07-07,CS,67.703766,2380,S,S,-2.7624257,54.44,6.0543284,-0.24745083,1.4408563,23,3,3,bottom,4,0,388572,2018
James,Shields,448306,2018-07-07,CS,67.703766,2380,S,S,-2.7624257,54.44,6.0543284,-0.24745083,1.4408563,23,3,3,bottom,4,0,388574,2018
James,Shields,448306,2018-07-07,CS,68.32165,2594,B,B,-2.7251666,54.22,5.9183445,-1.0947914,0.96698534,29,3,4,bottom,4,1,389046,2018
James,Shields,448306,2018-07-07,CS,68.32165,2594,B,B,-2.7251666,54.22,5.9183445,-1.0947914,0.96698534,29,3,4,bottom,4,1,389052,2018
James,Shields,448306,2018-07-07,CS,67.954865,2521,S,S,-2.9018083,54.16,5.732762,0.05213414,2.4638393,53,3,6,bottom,6,5,390312,2018
James,Shields,448306,2018-07-07,CS,67.954865,2521,S,S,-2.9018083,54.16,5.732762,0.05213414,2.4638393,53,3,6,bottom,6,5,390314,2018
Sonny,Gray,543243,2018-07-11,CS,78.00278,2809,S,S,-0.8320351,54.56,5.6273074,0.81632864,2.9814727,26,1,3,bottom,0,5,406539,2018
Sonny,Gray,543243,2018-07-11,CS,78.00278,2809,S,S,-0.8320351,54.56,5.6273074,0.81632864,2.9814727,26,1,3,bottom,0,5,406541,2018
James,Shields,448306,2018-07-13,CS,69.910194,2512,S,S,-2.1257284,54.17,5.9021487,-0.6734146,1.51073,25,5,3,top,3,2,414229,2018
James,Shields,448306,2018-07-13,CS,69.4467,2573,S,S,-2.1137254,54.23,5.832639,-0.30703387,2.2553644,35,3,4,top,5,2,414798,2018
James,Shields,448306,2018-07-13,CS,69.68401,2561,B,B,-1.7119608,53.43,5.975957,2.0333018,0.108971104,44,3,5,top,5,2,415380,2018
James,Shields,448306,2018-07-13,CS,69.68401,2561,B,B,-1.7119608,53.43,5.975957,2.0333018,0.108971104,44,3,5,top,5,2,415384,2018
James,Shields,448306,2018-07-13,CS,69.68401,2561,B,B,-1.7119608,53.43,5.975957,2.0333018,0.108971104,44,3,5,top,5,2,415386,2018
James,Shields,448306,2018-07-13,CS,69.58998,2626,S,S,-1.9783024,53.86,5.9619346,0.15110023,3.2970686,60,3,7,top,7,2,416531,2018
James,Shields,448306,2018-07-13,CS,69.58998,2626,S,S,-1.9783024,53.86,5.9619346,0.15110023,3.2970686,60,3,7,top,7,2,416533,2018
James,Shields,448306,2018-07-13,CS,68.56794,2459,F,F,-2.1764781,53.99,5.7955036,-0.2769695,2.0321681,61,2,7,top,7,2,416545,2018
James,Shields,448306,2018-07-13,CS,69.73474,2482,F,F,-1.9011449,54.03,5.9633555,0.48678675,2.2826903,63,5,7,top,7,2,416595,2018
James,Shields,448306,2018-07-13,CS,69.73474,2482,F,F,-1.9011449,54.03,5.9633555,0.48678675,2.2826903,63,5,7,top,7,2,416596,2018
James,Shields,448306,2018-07-20,CS,69.53966,2435,GB,OUT,-2.5094852,54.25,5.8731246,0.5167278,0.85300124,22,5,3,bottom,1,1,428324,2018
James,Shields,448306,2018-07-20,CS,69.53966,2435,GB,OUT,-2.5094852,54.25,5.8731246,0.5167278,0.85300124,22,5,3,bottom,1,1,428326,2018
James,Shields,448306,2018-07-20,CS,69.21281,2434,B,B,-2.45575,54.29,5.839097,-1.9062788,1.7943875,44,7,6,bottom,2,1,429823,2018
James,Shields,448306,2018-07-20,CS,69.21281,2434,B,B,-2.45575,54.29,5.839097,-1.9062788,1.7943875,44,7,6,bottom,2,1,429824,2018
Madison,Bumgarner,518516,2018-07-21,CS,71.95174,2144,S,S,3.1550322,54.82,6.00499,0.073448904,1.4713794,24,2,4,bottom,0,1,433382,2018
Madison,Bumgarner,518516,2018-07-21,CS,71.95174,2144,S,S,3.1550322,54.82,6.00499,0.073448904,1.4713794,24,2,4,bottom,0,1,433386,2018
Sonny,Gray,543243,2018-07-21,CS,74.93965,2588,S,S,-1.0030731,55,5.5721426,-0.42631882,2.7498665,44,1,6,top,4,1,434409,2018
Sonny,Gray,543243,2018-07-21,CS,74.93965,2588,S,S,-1.0030731,55,5.5721426,-0.42631882,2.7498665,44,1,6,top,4,1,434412,2018
Rich,Hill,448179,2018-07-26,CS,67.30042,2517,B,B,1.6524012,55.48,5.9627767,1.2513673,4.4361877,19,2,3,bottom,0,0,453298,2018
Carlos,Gomez,460576,2018-07-27,CS,47.347622,1298,B,B,-1.4858885,53.98,6.4455733,-2.5779607,7.1179433,73,3,8,bottom,12,3,459402,2018
James,Shields,448306,2018-07-31,CS,71.04142,2536,F,F,-2.2004972,53.83,5.9915752,0.14857917,2.1170704,36,6,5,top,0,2,473368,2018
James,Shields,448306,2018-07-31,CS,67.077644,2474,F,F,-1.7735444,54.11,5.9658265,0.45445392,1.528388,43,2,6,top,0,2,473755,2018
James,Shields,448306,2018-07-31,CS,67.077644,2474,F,F,-1.7735444,54.11,5.9658265,0.45445392,1.528388,43,2,6,top,0,2,473757,2018
Marcus,Stroman,573186,2018-08-01,CS,71.216545,2365,F,F,-1.2428176,56.83,6.1507306,0.5367838,1.2775716,3,3,1,bottom,0,0,475508,2018
Marcus,Stroman,573186,2018-08-01,CS,72.68674,2521,F,F,-1.3955256,56.77,6.0849447,-0.20259424,1.4769273,4,3,1,bottom,0,0,475552,2018
Marcus,Stroman,573186,2018-08-01,CS,73.960976,2212,B,B,-1.2824993,56.23,6.0137987,1.6107253,-0.27248698,14,4,2,bottom,0,0,475973,2018
Marcus,Stroman,573186,2018-08-01,CS,73.960976,2212,B,B,-1.2824993,56.23,6.0137987,1.6107253,-0.27248698,14,4,2,bottom,0,0,475976,2018
Marcus,Stroman,573186,2018-08-01,CS,74.18524,2574,S,S,-1.3885028,56.17,6.0091166,-0.93880695,2.8006752,35,4,4,bottom,4,0,476748,2018
Marcus,Stroman,573186,2018-08-01,CS,72.48386,2711,B,B,-1.3647503,56.41,5.960266,1.0854247,-0.25209522,40,3,5,bottom,4,0,477045,2018
Marcus,Stroman,573186,2018-08-01,CS,72.48386,2711,B,B,-1.3647503,56.41,5.960266,1.0854247,-0.25209522,40,3,5,bottom,4,0,477047,2018
Marcus,Stroman,573186,2018-08-01,CS,72.66748,2689,GB,OUT,-1.468739,56.37,6.1237864,0.46478072,3.5955575,41,2,5,bottom,4,0,477068,2018
Marcus,Stroman,573186,2018-08-01,CS,72.66748,2689,GB,OUT,-1.468739,56.37,6.1237864,0.46478072,3.5955575,41,2,5,bottom,4,0,477071,2018
Zack,Greinke,425844,2018-08-02,CS,66.07138,2398,B,B,-0.8462589,55.4,6.159391,-2.2468143,3.2085938,37,3,5,top,1,1,480539,2018
Zack,Greinke,425844,2018-08-02,CS,66.07138,2398,B,B,-0.8462589,55.4,6.159391,-2.2468143,3.2085938,37,3,5,top,1,1,480541,2018
James,Shields,448306,2018-08-05,CS,66.71733,2484,B,B,-1.9134915,54.01,6.0426726,-1.6234449,3.7067783,49,4,5,bottom,4,5,492946,2018
James,Shields,448306,2018-08-05,CS,66.71733,2484,B,B,-1.9134915,54.01,6.0426726,-1.6234449,3.7067783,49,4,5,bottom,4,5,492947,2018
James,Shields,448306,2018-08-05,CS,68.36996,2616,B,B,-2.099433,53.87,6.06111,1.2867992,0.7846834,49,5,5,bottom,4,5,492948,2018
James,Shields,448306,2018-08-05,CS,68.36996,2616,B,B,-2.099433,53.87,6.06111,1.2867992,0.7846834,49,5,5,bottom,4,5,492949,2018
James,Shields,448306,2018-08-05,CS,68.36996,2616,B,B,-2.099433,53.87,6.06111,1.2867992,0.7846834,49,5,5,bottom,4,5,492950,2018
James,Shields,448306,2018-08-05,CS,69.522736,2586,B,B,-2.0688407,54.16,6.0396667,1.835781,1.7220304,55,4,6,bottom,4,5,493400,2018
Marcus,Stroman,573186,2018-08-07,CS,73.35708,2384,B,B,-2.3288283,56.48,5.7255235,0.5185617,-0.4226696,2,4,1,top,0,0,497904,2018
Marcus,Stroman,573186,2018-08-07,CS,73.35708,2384,B,B,-2.3288283,56.48,5.7255235,0.5185617,-0.4226696,2,4,1,top,0,0,497908,2018
Marcus,Stroman,573186,2018-08-07,CS,68.91782,2422,B,B,-2.4619608,56.11,5.6052413,1.3887933,0.20691821,31,6,5,top,2,1,499774,2018
Marcus,Stroman,573186,2018-08-07,CS,72.59732,2577,LD,2B,-2.3405845,56.03,5.5548477,0.15138963,2.3496606,49,2,7,top,2,1,500848,2018
Marcus,Stroman,573186,2018-08-07,CS,72.59732,2577,LD,2B,-2.3405845,56.03,5.5548477,0.15138963,2.3496606,49,2,7,top,2,1,500849,2018
James,Shields,448306,2018-08-11,CS,70.10414,2565,S,S,-2.3948445,53.91,6.0375338,-1.000057,1.8707882,23,2,4,top,1,0,514824,2018
James,Shields,448306,2018-08-11,CS,69.624916,2712,B,B,-2.357068,53.82,5.9469357,0.38645744,0.2870053,23,3,4,top,1,0,514830,2018
James,Shields,448306,2018-08-11,CS,69.50763,2544,B,B,-1.8810303,54.08,6.110081,1.6733268,-0.040829267,29,4,5,top,1,0,515359,2018
James,Shields,448306,2018-08-11,CS,69.50763,2544,B,B,-1.8810303,54.08,6.110081,1.6733268,-0.040829267,29,4,5,top,1,0,515360,2018
James,Shields,448306,2018-08-11,CS,70.83436,2602,F,F,-2.1436477,53.87,5.9192057,0.46281707,0.543304,32,2,5,top,1,1,515388,2018
James,Shields,448306,2018-08-11,CS,70.83436,2602,F,F,-2.1436477,53.87,5.9192057,0.46281707,0.543304,32,2,5,top,1,1,515389,2018
James,Shields,448306,2018-08-11,CS,71.05879,2781,S,S,-2.211689,53.7,5.861512,0.247836,0.12161668,32,3,5,top,1,1,515390,2018
James,Shields,448306,2018-08-11,CS,71.05879,2781,S,S,-2.211689,53.7,5.861512,0.247836,0.12161668,32,3,5,top,1,1,515391,2018
James,Shields,448306,2018-08-11,CS,68.96811,2564,FB,HR,-2.0960872,53.67,6.0375924,-0.14456008,2.440442,36,3,6,top,1,1,515881,2018
James,Shields,448306,2018-08-11,CS,70.833755,2667,B,B,-2.1904082,53.8,6.023177,-0.041468468,0.48024035,39,5,6,top,1,3,515905,2018
Madison,Bumgarner,518516,2018-08-13,CS,72.89976,2287,LD,OUT,3.1870232,55.63,5.695131,0.92920446,1.9045911,20,6,3,bottom,0,0,522993,2018
Madison,Bumgarner,518516,2018-08-13,CS,72.89976,2287,LD,OUT,3.1870232,55.63,5.695131,0.92920446,1.9045911,20,6,3,bottom,0,0,522994,2018
Madison,Bumgarner,518516,2018-08-13,CS,72.765755,2183,B,B,3.0916142,54.79,5.693416,2.8222096,2.7580361,44,5,6,bottom,2,1,524048,2018
Madison,Bumgarner,518516,2018-08-13,CS,72.765755,2183,B,B,3.0916142,54.79,5.693416,2.8222096,2.7580361,44,5,6,bottom,2,1,524050,2018
James,Shields,448306,2018-08-17,CS,71.891266,2656,FB,OUT,-2.6920502,54.1,5.6907,-0.7026293,1.9393206,20,5,3,top,0,1,537839,2018
James,Shields,448306,2018-08-17,CS,71.891266,2656,FB,OUT,-2.6920502,54.1,5.6907,-0.7026293,1.9393206,20,5,3,top,0,1,537840,2018
Madison,Bumgarner,518516,2018-08-18,CS,70.64356,2044,S,S,3.1577837,55.2,5.7240467,0.73464197,1.8170366,40,4,5,bottom,5,0,543268,2018
Madison,Bumgarner,518516,2018-08-18,CS,70.64356,2044,S,S,3.1577837,55.2,5.7240467,0.73464197,1.8170366,40,4,5,bottom,5,0,543269,2018
Madison,Bumgarner,518516,2018-08-23,CS,69.76156,2180,S,S,3.0163932,54.52,5.766024,-0.34227964,0.646328,20,4,3,bottom,0,1,561749,2018
Madison,Bumgarner,518516,2018-08-23,CS,69.76156,2180,S,S,3.0163932,54.52,5.766024,-0.34227964,0.646328,20,4,3,bottom,0,1,561751,2018
James,Shields,448306,2018-08-23,CS,66.211845,2363,B,B,-2.2670562,54.27,6.2760653,-1.1418802,3.4488451,26,4,4,bottom,0,0,561945,2018
James,Shields,448306,2018-08-23,CS,66.211845,2363,B,B,-2.2670562,54.27,6.2760653,-1.1418802,3.4488451,26,4,4,bottom,0,0,561946,2018
Madison,Bumgarner,518516,2018-08-23,CS,70.38541,2077,B,B,3.0773702,54.74,5.723168,1.6732966,1.7283087,44,4,6,bottom,0,2,562557,2018
Madison,Bumgarner,518516,2018-08-23,CS,70.38541,2077,B,B,3.0773702,54.74,5.723168,1.6732966,1.7283087,44,4,6,bottom,0,2,562558,2018
James,Shields,448306,2018-08-28,CS,66.96952,2538,B,B,-2.1201086,53.73,6.338755,-2.0099058,3.3018255,37,4,5,bottom,0,1,581075,2018
James,Shields,448306,2018-08-28,CS,66.96952,2538,B,B,-2.1201086,53.73,6.338755,-2.0099058,3.3018255,37,4,5,bottom,0,1,581078,2018
James,Shields,448306,2018-08-28,CS,67.87731,2455,B,B,-1.8320915,53.91,6.4336767,2.2417045,-0.26526463,52,4,6,bottom,2,4,581647,2018
Zack,Greinke,425844,2018-08-31,CS,65.35529,2383,B,B,-0.7583828,56.49,6.3336434,-1.2606677,1.2418852,43,3,6,bottom,1,2,592499,2018
James,Shields,448306,2018-09-08,CS,67.19851,2390,B,B,-2.0273468,55.41,6.0461774,-1.3147303,2.8527024,37,3,5,top,3,6,624458,2018
James,Shields,448306,2018-09-14,CS,70.248955,2513,S,S,-2.145012,54.33,6.155356,-1.5054736,2.189072,27,3,3,bottom,1,5,646963,2018
James,Shields,448306,2018-09-14,CS,70.248955,2513,S,S,-2.145012,54.33,6.155356,-1.5054736,2.189072,27,3,3,bottom,1,5,646967,2018
James,Shields,448306,2018-09-14,CS,70.248955,2513,S,S,-2.145012,54.33,6.155356,-1.5054736,2.189072,27,3,3,bottom,1,5,646969,2018
James,Shields,448306,2018-09-14,CS,68.84753,2606,B,B,-1.8236299,53.74,6.13959,2.0474532,-1.5347198,32,4,4,bottom,1,5,647375,2018
James,Shields,448306,2018-09-14,CS,68.84753,2606,B,B,-1.8236299,53.74,6.13959,2.0474532,-1.5347198,32,4,4,bottom,1,5,647379,2018
James,Shields,448306,2018-09-20,CS,68.05074,2509,PU,OUT,-1.9706644,54.03,5.986072,-0.79043394,1.9102875,42,3,5,bottom,2,4,672463,2018
James,Shields,448306,2018-09-20,CS,68.05074,2509,PU,OUT,-1.9706644,54.03,5.986072,-0.79043394,1.9102875,42,3,5,bottom,2,4,672464,2018
James,Shields,448306,2018-09-20,CS,70.9606,2533,B,B,-2.2421463,53.72,5.8662753,0.63451946,0.91973317,44,4,5,bottom,2,4,672495,2018
Zack,Greinke,425844,2018-09-21,CS,65.842476,2466,S,S,-0.43093798,55.53,6.359398,0.32914054,0.12657061,8,5,2,top,2,0,674479,2018
Zack,Greinke,425844,2018-09-21,CS,65.842476,2466,S,S,-0.43093798,55.53,6.359398,0.32914054,0.12657061,8,5,2,top,2,0,674480,2018
Madison,Bumgarner,518516,2018-09-21,CS,68.84997,2093,S,S,2.9282544,55.05,6.123091,-0.238021,1.8479695,17,3,2,bottom,1,0,674926,2018
Madison,Bumgarner,518516,2018-09-21,CS,68.84997,2093,S,S,2.9282544,55.05,6.123091,-0.238021,1.8479695,17,3,2,bottom,1,0,674929,2018
Zack,Greinke,425844,2018-09-21,CS,63.40205,2242,B,B,-0.38421896,55.11,6.311672,-0.7338595,3.8892634,51,3,8,top,2,2,677568,2018
Zack,Greinke,425844,2018-09-21,CS,63.40205,2242,B,B,-0.38421896,55.11,6.311672,-0.7338595,3.8892634,51,3,8,top,2,2,677570,2018
Zack,Greinke,425844,2018-09-21,CS,67.47238,2378,GB,1B,-0.5110306,54.69,6.418185,-0.5130765,1.8104949,51,5,8,top,2,2,677574,2018
Zack,Greinke,425844,2018-09-21,CS,67.47238,2378,GB,1B,-0.5110306,54.69,6.418185,-0.5130765,1.8104949,51,5,8,top,2,2,677575,2018
Sonny,Gray,543243,2018-09-24,CS,77.07397,2821,LD,2B,-0.9692641,54.63,5.760936,0.22966245,2.1534922,29,1,4,bottom,0,1,688828,2018
Sonny,Gray,543243,2018-09-24,CS,77.07397,2821,LD,2B,-0.9692641,54.63,5.760936,0.22966245,2.1534922,29,1,4,bottom,0,1,688832,2018
James,Shields,448306,2018-09-25,CS,68.36863,2351,B,B,-1.9653357,54.02,5.9327216,0.3733446,3.4529667,39,3,5,top,2,4,693184,2018
James,Shields,448306,2018-09-25,CS,68.36863,2351,B,B,-1.9653357,54.02,5.9327216,0.3733446,3.4529667,39,3,5,top,2,4,693186,2018
James,Shields,448306,2018-09-25,CS,69.9433,2573,B,B,-2.013525,53.74,5.835158,1.4305228,1.318923,39,4,5,top,2,4,693190,2018
James,Shields,448306,2018-09-25,CS,69.9433,2573,B,B,-2.013525,53.74,5.835158,1.4305228,1.318923,39,4,5,top,2,4,693191,2018
James,Shields,448306,2018-09-25,CS,71.203896,2649,B,B,-2.4131055,54.25,5.7979875,0.61919665,0.22615089,48,4,6,top,2,4,693651,2018
James,Shields,448306,2018-09-25,CS,71.203896,2649,B,B,-2.4131055,54.25,5.7979875,0.61919665,0.22615089,48,4,6,top,2,4,693653,2018
Zack,Greinke,425844,2018-09-26,CS,68.19937,2361,B,B,-0.81470644,54.81,6.143303,-0.8734689,1.2186702,0,3,1,top,0,0,695376,2018
Zack,Greinke,425844,2018-09-26,CS,66.17433,2316,B,B,-0.45274287,54.97,6.1929708,1.2195667,1.7117537,23,3,3,top,3,2,696925,2018
Zack,Greinke,425844,2018-09-26,CS,66.30066,2202,GB,OUT,-0.55182725,55.13,6.317405,-0.5635002,2.5674896,39,2,5,top,3,2,697956,2018
Zack,Greinke,425844,2018-09-26,CS,66.30066,2202,GB,OUT,-0.55182725,55.13,6.317405,-0.5635002,2.5674896,39,2,5,top,3,2,697962,2018
Zack,Greinke,425844,2018-09-26,CS,67.665276,2337,S,S,-0.7661108,55.16,6.1237655,1.0870037,1.9827155,42,2,5,top,3,2,698099,2018
Zack,Greinke,425844,2018-09-26,CS,67.665276,2337,S,S,-0.7661108,55.16,6.1237655,1.0870037,1.9827155,42,2,5,top,3,2,698103,2018
Zack,Greinke,425844,2018-09-26,CS,65.89767,2339,FB,OUT,-0.4506518,55.44,6.1667433,1.286836,1.8704132,42,4,5,top,3,2,698113,2018
Zack,Greinke,425844,2018-09-26,CS,65.80414,2339,F,F,-0.5162148,55.15,6.136718,-0.17849119,1.3703182,51,4,6,top,6,2,698662,2018
Zack,Greinke,425844,2018-09-26,CS,65.80414,2339,F,F,-0.5162148,55.15,6.136718,-0.17849119,1.3703182,51,4,6,top,6,2,698663,2018
Madison,Bumgarner,518516,2018-09-28,CS,69.87918,2084,F,F,2.9144864,55.33,5.842743,-0.5569287,1.9778745,42,6,6,top,1,3,705377,2018
Hyun Jin,Ryu,547943,2019-03-28,CS,65.32598,2129,B,B,2.415591,54.35,6.0004883,2.595798,4.5312195,36,1,5,top,7,0,1826,2016
Zack,Greinke,425844,2019-04-02,CS,63.68802,2202,B,B,-2.0240204,55.24,6.284053,-1.4703153,4.036863,17,2,2,bottom,2,0,19112,2016
Zack,Greinke,425844,2019-04-02,CS,67.55173,2374,B,B,-1.2259011,54.88,6.336263,1.3858924,1.3914608,35,3,4,bottom,2,4,19824,2016
Zack,Greinke,425844,2019-04-02,CS,67.55173,2374,B,B,-1.2259011,54.88,6.336263,1.3858924,1.3914608,35,3,4,bottom,2,4,19825,2016
Zack,Greinke,425844,2019-04-02,CS,65.89022,2252,FB,OUT,-1.0706452,55.06,6.510533,1.0599345,2.5396018,54,3,6,bottom,3,6,20639,2016
Zack,Greinke,425844,2019-04-02,CS,65.89022,2252,FB,OUT,-1.0706452,55.06,6.510533,1.0599345,2.5396018,54,3,6,bottom,3,6,20641,2016
Hyun Jin,Ryu,547943,2019-04-02,CS,65.29142,2119,B,B,2.424484,54.59,5.962082,-0.14477263,1.1593748,49,1,7,top,5,2,20757,2016
